|Indent|Reference|Text|Document|Page|Heading|full_reference|word_count|chapter_no|chapter_heading|part_no|part_heading|condition_no|condition_heading
534|2|(c)|In the event that a vacancy occurs in the office of the chief executive officer the Regulator must appoint an acting chief executive officer.|||False|47.(2)(c)|24|5|SUPERVISION|A|Information Regulator||
535|1|(3)|The Regulator must, in the appointment of the staff of the Regulator—|||False|47.(3)|12|5|SUPERVISION|A|Information Regulator||
536|2|(a)|provide for the advancement of persons disadvantaged by unfair discrimination, with the aim that its staff, when viewed collectively, represents a broad cross-section of the population of the Republic; and|||False|47.(3)(a)|30|5|SUPERVISION|A|Information Regulator||
537|2|(b)|subject to paragraph (a), apply equal opportunity employment practices.|||False|47.(3)(b)|9|5|SUPERVISION|A|Information Regulator||
538|1|(4)|The Regulator may pay to the persons in its employ such remuneration and allowances and provide them with such pension and other employment benefits as are consistent with that paid in the public sector.|||False|47.(4)|34|5|SUPERVISION|A|Information Regulator||
539|1|(5)|In exercising its powers in terms of subsections (1) and (4), the Regulator must consult with the Minister of Finance.|||False|47.(5)|20|5|SUPERVISION|A|Information Regulator||
540|1|(6)|The Regulator may, in the performance of the functions contemplated in subsection (1), at its request, be assisted by officials in the Public Service seconded to the service of the Regulator in terms of any law regulating such secondment: Provided that the secondment of an official to the service of the Regulator may not exceed 12 months and that the initial period of secondment may only be extended once for a subsequent period not exceeding 12 months.|||False|47.(6)|77|5|SUPERVISION|A|Information Regulator||
541|1|(7)|The Regulator may, in consultation with the Minister of Finance, on a temporary basis or for a particular matter which is being investigated by it, employ any person with special knowledge of any matter relating to the work of the Regulator, or obtain the co-operation of any body, to advise or assist the Regulator in the performance of its functions under this Act and the Promotion of Access to Information Act, and fix the remuneration, including reimbursement for travelling, subsistence and other expenses, of such person or body.|||False|47.(7)|88|5|SUPERVISION|A|Information Regulator||
542|0|48.|Powers, duties and functions of chief executive officer|||True|48.|8|5|SUPERVISION|A|Information Regulator||
543|0||The chief executive officer—|||False|48.|4|5|SUPERVISION|A|Information Regulator||
544|2|(a)|is the head of administration and the accounting officer, as referred to in section 52(3), of the Regulator;|||False|48.(a)|18|5|SUPERVISION|A|Information Regulator||
545|2|(b)|may appoint a senior member of staff as acting chief executive officer as referred to in section 47(2);|||False|48.(b)|18|5|SUPERVISION|A|Information Regulator||
546|2|(c)|is responsible for the—|||False|48.(c)|4|5|SUPERVISION|A|Information Regulator||
547|3|(i)|management of the affairs and operations of the Regulator;|||False|48.(c)(i)|9|5|SUPERVISION|A|Information Regulator||
548|3|(ii)|formation and development of an efficient administration;|||False|48.(c)(ii)|7|5|SUPERVISION|A|Information Regulator||
549|3|(iii)|organisation and management of, and administrative control over, all the members of staff appointed in terms of section 47(1)(b) and all the persons seconded in terms of section 47(6);|||False|48.(c)(iii)|29|5|SUPERVISION|A|Information Regulator||
550|3|(iv)|maintenance of discipline in respect of the members of staff; and|||False|48.(c)(iv)|11|5|SUPERVISION|A|Information Regulator||
551|3|(v)|execution of the decisions of the Regulator, and is for those purposes accountable to the Regulator and must report thereon to the Regulator as often as may be required by the Regulator; and|||False|48.(c)(v)|33|5|SUPERVISION|A|Information Regulator||
552|2|(d)|must exercise the powers and perform the duties and functions which the Regulator may from time to time confer upon or assign to him or her in orderto achieve the objects of the Regulator, and is for those purposes accountable to the Regulator.|||False|48.(d)|43|5|SUPERVISION|A|Information Regulator||
553|0|49.|Committees of Regulator|||True|49.|3|5|SUPERVISION|A|Information Regulator||
554|1|(1)|The Regulator may, if it considers it necessary for the proper performance of its functions establish one or more committees, which must consist of—|||False|49.(1)|24|5|SUPERVISION|A|Information Regulator||
555|2|(a)|such members of the Regulator as the Regulator may designate; or|||False|49.(1)(a)|11|5|SUPERVISION|A|Information Regulator||
556|2|(b)|such members of the Regulator as the Regulator may designate and other persons appointed by the Regulator, as referred to in section 47(7), for the period determined by the Regulator.|||False|49.(1)(b)|30|5|SUPERVISION|A|Information Regulator||
557|1|(2)|The Regulator may at any time extend the period of an appointment referred to in subsection (1)(b) or, if in its opinion good reasons exist therefor, revoke any such appointment.|||False|49.(2)|30|5|SUPERVISION|A|Information Regulator||
558|1|(3)|The Regulator must designate the chairperson and, if the Regulator deems it necessary, the vice-chairperson of a committee established under subsection (1).|||False|49.(3)|22|5|SUPERVISION|A|Information Regulator||
559|1|(4)|(a) A committee referred to in subsection (1) must, subject to the directions of the Regulator, perform those functions of the Regulator assigned to it by the Regulator.|||False|49.(4)|28|5|SUPERVISION|A|Information Regulator||
560|2|(b)|Any function so performed by a committee referred to in subsection (1) will be deemed to have been performed by the Regulator.|||False|49.(4)(b)|22|5|SUPERVISION|A|Information Regulator||
561|1|(5)|The Regulator may at any time dissolve any committee established by the Regulator.|||False|49.(5)|13|5|SUPERVISION|A|Information Regulator||
562|1|(6)|The provisions of sections 40(4) and 51 will apply, with the necessary changes, to a committee of the Regulator.|||False|49.(6)|19|5|SUPERVISION|A|Information Regulator||
563|0|50.|Establishment of Enforcement Committee|||True|50.|4|5|SUPERVISION|A|Information Regulator||
564|1|(1)|The Regulator must establish an Enforcement Committee which must consist of—|||False|50.(1)|11|5|SUPERVISION|A|Information Regulator||
565|2|(a)|at least one member of the Regulator; and|||False|50.(1)(a)|8|5|SUPERVISION|A|Information Regulator||
566|2|(b)|such other persons appointed by the Regulator, as referred to in section 47(7), for the period determined by the Regulator.|||False|50.(1)(b)|20|5|SUPERVISION|A|Information Regulator||
567|1|(2)|The Regulator must—|||False|50.(2)|3|5|SUPERVISION|A|Information Regulator||
568|2|(a)|in consultation with the Chief Justice and Minister, appoint a—|||False|50.(2)(a)|10|5|SUPERVISION|A|Information Regulator||
569|3|(i)|judge of the High Court of South Africa, whether in active service or not; or|||False|50.(2)(a)(i)|15|5|SUPERVISION|A|Information Regulator||
570|3|(ii)|magistrate with at least 10 years’ appropriate experience, whether in active service or not; or|||False|50.(2)(a)(ii)|15|5|SUPERVISION|A|Information Regulator||
571|2|(b)|appoint an advocate or attorney with at least 10 years’appropriate experience, as Chairperson of the Enforcement Committee.|||False|50.(2)(b)|17|5|SUPERVISION|A|Information Regulator||
572|1|(3)|The Chairperson of the Enforcement Committee must manage the work of and preside at hearings of the Enforcement Committee.|||False|50.(3)|19|5|SUPERVISION|A|Information Regulator||
573|1|(4)||||False|50.(4)|0|5|SUPERVISION|A|Information Regulator||
574|2|(a)|A member referred to in subsection (1)(a) may not participate in any proceedings of the Regulator in terms of which a decision is taken with regard to a recommendation by the Enforcement Committee as referred to in section 93.|||False|50.(4)(a)|39|5|SUPERVISION|A|Information Regulator||
575|2|(b)|A person referred to in subsection (1)(b) must be a fit and proper person and must comply with the criteria, referred to in section 41(1)(g), for appointment as a member of the Regulator.|||False|50.(4)(b)|33|5|SUPERVISION|A|Information Regulator||
576|0|51.|Meetings of Regulator|||True|51.|3|5|SUPERVISION|A|Information Regulator||
577|1|(1)|Meetings of the Regulator must be held at the times and places determined by the Chairperson of the Regulator.|||False|51.(1)|19|5|SUPERVISION|A|Information Regulator||
578|1|(2)|Three members of the Regulator constitute a quorum for a meeting.|||False|51.(2)|11|5|SUPERVISION|A|Information Regulator||
579|1|(3)||||False|51.(3)|0|5|SUPERVISION|A|Information Regulator||
580|2|(a)|The Chairperson may regulate the proceedings at meetings as he or she may think fit and must keep minutes of the proceedings.|||False|51.(3)(a)|22|5|SUPERVISION|A|Information Regulator||
581|2|(b)|If the Chairperson is absent from a meeting the members present shall elect one of their number to preside at that meeting.|||False|51.(3)(b)|22|5|SUPERVISION|A|Information Regulator||
582|1|(4)||||False|51.(4)|0|5|SUPERVISION|A|Information Regulator||
583|2|(a)|Subject to subsection (2), a decision of the Regulator is taken by resolution agreed to by the majority of members at any meeting of the Regulator.|||False|51.(4)(a)|26|5|SUPERVISION|A|Information Regulator||
584|2|(b)|In the event of an equality of votes regarding any matter the Chairperson has a casting vote in addition to his or her deliberative vote.|||False|51.(4)(b)|25|5|SUPERVISION|A|Information Regulator||
585|0|52.|Funds|||True|52.|1|5|SUPERVISION|A|Information Regulator||
586|1|(1)|Funds of the Regulator consist of—|||False|52.(1)|6|5|SUPERVISION|A|Information Regulator||
587|2|(a)|such sums of money that Parliament appropriates annually, for the use of the Regulator as may be necessary for the proper exercise, performance and discharge, by the Regulator, of its powers, duties and functions under this Act and the Promotion of Access to Information Act; and|||False|52.(1)(a)|46|5|SUPERVISION|A|Information Regulator||
588|2|(b)|fees as may be prescribed in terms of section 111(1).|||False|52.(1)(b)|10|5|SUPERVISION|A|Information Regulator||
589|1|(2)|The financial year of the Regulator is the period from 1 April in any year to 31 March in the following year, except that the first financial year of the Regulator begins on the date that this Chapter comes into operation, and ends on 31 March next following that date.|||False|52.(2)|50|5|SUPERVISION|A|Information Regulator||
590|1|(3)|The chief executive officer of the Regulator is for purposes of the Public Finance Management Act, 1999 (Act No. 1 of 1999), the accounting officer and must execute his or her duties in accordance with that Act.|||False|52.(3)|37|5|SUPERVISION|A|Information Regulator||
591|1|(4)|Within six months after the end of each financial year, the Regulator must prepare financial statements in accordance with established accounting practice, principles and procedures, comprising—|||False|52.(4)|26|5|SUPERVISION|A|Information Regulator||
592|2|(a)|a statement reflecting, with suitable and sufficient particulars, the income and expenditure of the Regulator during the preceding financial year; and|||False|52.(4)(a)|21|5|SUPERVISION|A|Information Regulator||
593|2|(b)|a balance sheet showing the state of its assets, liabilities and financial position as at the end of that financial year.|||False|52.(4)(b)|21|5|SUPERVISION|A|Information Regulator||
594|1|(5)|The Auditor-General must audit the Regulator’s financial records each year.|||False|52.(5)|10|5|SUPERVISION|A|Information Regulator||
595|0|53.|Protection of Regulator|||True|53.|3|5|SUPERVISION|A|Information Regulator||
596|0||Any person acting on behalf or under the direction of the Regulator, is not civilly or criminally liable for anything done in good faith in the exercise or performance or purported exercise or performance of any power, duty or function of the Regulator in terms of this Act or the Promotion of Access to Information Act.|||False|53.|56|5|SUPERVISION|A|Information Regulator||
597|0|54.|Duty of confidentiality|||True|54.|3|5|SUPERVISION|A|Information Regulator||
598|0||A person acting on behalf or under the direction of the Regulator, must, both during or after his or her term of office or employment, treat as confidential the personal information which comes to his or her knowledge in the course of the performance of his or her official duties, except if the communication of such information is required by law or in the proper performance of his or her duties.|||False|54.|71|5|SUPERVISION|A|Information Regulator||
600|0|55.|Duties and responsibilities of Information Officer|||True|55.|6|5|SUPERVISION|B|Information Officer||
601|1|(1)|An information officer’s responsibilities include—|||False|55.(1)|5|5|SUPERVISION|B|Information Officer||
602|2|(a)|the encouragement of compliance, by the body, with the conditions for the lawful processing of personal information;|||False|55.(1)(a)|17|5|SUPERVISION|B|Information Officer||
603|2|(b)|dealing with requests made to the body pursuant to this Act;|||False|55.(1)(b)|11|5|SUPERVISION|B|Information Officer||
604|2|(c)|working with the Regulator in relation to investigations conducted pursuant to Chapter 6 in relation to the body;|||False|55.(1)(c)|18|5|SUPERVISION|B|Information Officer||
605|2|(d)|otherwise ensuring compliance by the body with the provisions of this Act; and|||False|55.(1)(d)|13|5|SUPERVISION|B|Information Officer||
606|2|(e)|as may be prescribed.|||False|55.(1)(e)|4|5|SUPERVISION|B|Information Officer||
607|1|(2)|Officers must take up their duties in terms of this Act only after the responsible party has registered them with the Regulator.|||False|55.(2)|22|5|SUPERVISION|B|Information Officer||
608|0|56.|Designation and delegation of deputy information officers|||True|56.|7|5|SUPERVISION|B|Information Officer||
609|0||Each public and private body must make provision, in the manner prescribed in section 17 of the Promotion of Access to Information Act, with the necessary changes, for the designation of—|||False|56.|31|5|SUPERVISION|B|Information Officer||
610|2|(a)|such a number of persons, if any, as deputy information officers as is necessary to perform the duties and responsibilities as set out in section 55(1) of thisAct; and|||False|56.(a)|29|5|SUPERVISION|B|Information Officer||
611|2|(b)|any power or duty conferred or imposed on an information officer by this Act to a deputy information officer of that public or private body.|||False|56.(b)|25|5|SUPERVISION|B|Information Officer||
613|0||Prior authorisation|||False|56.|2|6|PRIOR AUTHORISATION||||
614|0|57.|Processing subject to prior authorisation|||True|57.|5|6|PRIOR AUTHORISATION||||
615|1|(1)|The responsible party must obtain prior authorisation from the Regulator, in terms of section 58, prior to any processing if that responsible party plans to—|||False|57.(1)|25|6|PRIOR AUTHORISATION||||
616|2|(a)|process any unique identifiers of data subjects—|||False|57.(1)(a)|7|6|PRIOR AUTHORISATION||||
617|3|(i)|for a purpose other than the one for which the identifier was specifically intended at collection; and|||False|57.(1)(a)(i)|17|6|PRIOR AUTHORISATION||||
618|3|(ii)|with the aim of linking the information together with information processed by other responsible parties;|||False|57.(1)(a)(ii)|15|6|PRIOR AUTHORISATION||||
619|2|(b)|process information on criminal behaviour or on unlawful or objectionable conduct on behalf of third parties;|||False|57.(1)(b)|16|6|PRIOR AUTHORISATION||||
620|2|(c)|process information for the purposes of credit reporting; or|||False|57.(1)(c)|9|6|PRIOR AUTHORISATION||||
621|2|(d)|transfer special personal information, as referred to in section 26, or the personal information of children as referred to in section 34, to a third party in a foreign country that does not provide an adequate level of protection for the processing of personal information as referred to in section 72.|||False|57.(1)(d)|51|6|PRIOR AUTHORISATION||||
622|1|(2)|The provisions of subsection (1) may be applied by the Regulator to other types of information processing by law or regulation if such processing carries a particular risk for the legitimate interests of the data subject.|||False|57.(2)|36|6|PRIOR AUTHORISATION||||
623|1|(3)|This section and section 58 are not applicable if a code of conduct has been issued and has come into force in terms of Chapter 7 in a specific sector or sectors of society.|||False|57.(3)|34|6|PRIOR AUTHORISATION||||
624|1|(4)|A responsible party must obtain prior authorisation as referred to in subsection (1) only once and not each time that personal information is received or processed, except where the processing departs from that which has been authorised in accordance with the provisions of subsection (1).|||False|57.(4)|45|6|PRIOR AUTHORISATION||||
625|0|58.|Responsible party to notify Regulator if processing is subject to prior authorisation|||True|58.|12|6|PRIOR AUTHORISATION||||
626|1|(1)|Information processing as contemplated in section 57(1) must be notified as such by the responsible party to the Regulator.|||False|58.(1)|19|6|PRIOR AUTHORISATION||||
627|1|(2)|Responsible parties may not carry out information processing that has been notified to the Regulator in terms of subsection (1) until the Regulator has completed its investigation or until they have received notice that a more detailed investigation will not be conducted.|||False|58.(2)|42|6|PRIOR AUTHORISATION||||
628|1|(3)|In the case of the notification of information processing to which section 57(1) is applicable, the Regulator must inform the responsible party in writing within four weeks of the notification as to whether or not it will conduct a more detailed investigation.|||False|58.(3)|42|6|PRIOR AUTHORISATION||||
629|1|(4)|In the event that the Regulator decides to conduct a more detailed investigation, it must indicate the period within which it plans to conduct this investigation, which period must not exceed 13 weeks.|||False|58.(4)|33|6|PRIOR AUTHORISATION||||
630|1|(5)|On conclusion of the more detailed investigation referred to in subsection (4) the Regulator must issue a statement concerning the lawfulness of the information processing.|||False|58.(5)|25|6|PRIOR AUTHORISATION||||
631|1|(6)|A statement by the Regulator in terms of subsection (5), to the extent that the information processing is not lawful, is deemed to be an enforcement notice served in terms of section 95 of this Act.|||False|58.(6)|36|6|PRIOR AUTHORISATION||||
632|1|(7)|A responsible party that has suspended its processing as required by subsection (2), and which has not received the Regulator’s decision within the time limits specified in subsections (3) and (4), may presume a decision in its favour and continue with its processing.|||False|58.(7)|43|6|PRIOR AUTHORISATION||||
633|0|59.|Failure to notify processing subject to prior authorisation|||True|59.|8|6|PRIOR AUTHORISATION||||
634|0||If section 58(1) or (2) is contravened, the responsible party is guilty of an offence and liable to a penalty as set out in section 107.|||False|59.|26|6|PRIOR AUTHORISATION||||
636|0|60.|Issuing of codes of conduct|||True|60.|5|7|CODES OF CONDUCT||||
637|1|(1)|The Regulator may from time to time issue codes of conduct.|||False|60.(1)|11|7|CODES OF CONDUCT||||
638|1|(2)|A code of conduct must—|||False|60.(2)|5|7|CODES OF CONDUCT||||
639|2|(a)|incorporate all the conditions for the lawful processing of personal informa- tion or set out obligations that provide a functional equivalent of all the obligations set out in those conditions; and|||False|60.(2)(a)|31|7|CODES OF CONDUCT||||
640|2|(b)|prescribe how the conditions for the lawful processing of personal informa- tion are to be applied, or are to be complied with, given the particular features of the sector or sectors of society in which the relevant responsible parties are operating.|||False|60.(2)(b)|41|7|CODES OF CONDUCT||||
641|1|(3)|A code of conduct may apply in relation to any one or more of the following:|||False|60.(3)|16|7|CODES OF CONDUCT||||
642|2|(a)|Any specified information or class of information;|||False|60.(3)(a)|7|7|CODES OF CONDUCT||||
643|2|(b)|any specified body or class of bodies;|||False|60.(3)(b)|7|7|CODES OF CONDUCT||||
644|2|(c)|any specified activity or class of activities; or|||False|60.(3)(c)|8|7|CODES OF CONDUCT||||
645|2|(d)|any specified industry, profession, or vocation or class of industries, professions, or vocations.|||False|60.(3)(d)|13|7|CODES OF CONDUCT||||
646|1|(4)|A code of conduct must also—|||False|60.(4)|6|7|CODES OF CONDUCT||||
647|2|(a)|specify appropriate measures—|||False|60.(4)(a)|3|7|CODES OF CONDUCT||||
648|3|(i)|for information matching programmes if such programmes are used within a specific sector; or|||False|60.(4)(a)(i)|14|7|CODES OF CONDUCT||||
649|3|(ii)|for protecting the legitimate interests of data subjects insofar as automated decision making, as referred to in section 71, is concerned;|||False|60.(4)(a)(ii)|21|7|CODES OF CONDUCT||||
650|2|(b)|provide for the review of the code by the Regulator; and|||False|60.(4)(b)|11|7|CODES OF CONDUCT||||
651|2|(c)|provide for the expiry of the code.|||False|60.(4)(c)|7|7|CODES OF CONDUCT||||
652|0|61.|Process for issuing codes of conduct|||True|61.|6|7|CODES OF CONDUCT||||
653|1|(1)|The Regulator may issue a code of conduct under section 60—|||False|61.(1)|11|7|CODES OF CONDUCT||||
654|2|(a)|on the Regulator’s own initiative, but after consultation with affected stakeholders or a body representing such stakeholders; or|||False|61.(1)(a)|18|7|CODES OF CONDUCT||||
655|2|(b)|on the application, in the prescribed form, by a body which is, in the opinion of the Regulator, sufficiently representative of any class of bodies, or of any industry, profession, or vocation as defined in the code in respect of such class of bodies or of any such industry, profession or vocation.|||False|61.(1)(b)|52|7|CODES OF CONDUCT||||
656|1|(2)|The Regulator must give notice in the Gazette that the issuing of a code of conduct is being considered, which notice must contain a statement that—|||False|61.(2)|26|7|CODES OF CONDUCT||||
657|2|(a)|the details of the code of conduct being considered, including a draft of the proposed code, may be obtained from the Regulator; and|||False|61.(2)(a)|23|7|CODES OF CONDUCT||||
658|2|(b)|submissions on the proposed code may be made in writing to the Regulator within such period as is specified in the notice.|||False|61.(2)(b)|22|7|CODES OF CONDUCT||||
659|1|(3)|The Regulator may not issue a code of conduct unless it has considered the submissions made to the Regulator in terms of subsection (2)(b), if any, and is satisfied that all persons affected by the proposed code have had a reasonable opportunity to be heard.|||False|61.(3)|45|7|CODES OF CONDUCT||||
660|1|(4)|The decision as to whether an application for the issuing of a code has been successful must be made within a reasonable period which must not exceed 13 weeks.|||False|61.(4)|29|7|CODES OF CONDUCT||||
661|0|62.|Notification, availability and commencement of code of conduct|||True|62.|8|7|CODES OF CONDUCT||||
662|1|(1)|If a code of conduct is issued under section 60 the Regulator must ensure that—|||False|62.(1)|15|7|CODES OF CONDUCT||||
663|2|(a)|there is published in the Gazette, as soon as reasonably practicable after the code is issued, a notice indicating—|||False|62.(1)(a)|19|7|CODES OF CONDUCT||||
664|3|(i)|that the code has been issued; and|||False|62.(1)(a)(i)|7|7|CODES OF CONDUCT||||
665|3|(ii)|where copies of the code are available for inspection free of charge and for purchase; and|||False|62.(1)(a)(ii)|16|7|CODES OF CONDUCT||||
666|2|(b)|as long as the code remains in force, copies of it are available—|||False|62.(1)(b)|13|7|CODES OF CONDUCT||||
667|3|(i)|on the Regulator’s website;|||False|62.(1)(b)(i)|4|7|CODES OF CONDUCT||||
668|3|(ii)|for inspection by members of the public free of charge at the Regulator’s offices; and|||False|62.(1)(b)(ii)|15|7|CODES OF CONDUCT||||
669|3|(iii)|for purchase or copying by members of the public at a reasonable price at the Regulator’s offices.|||False|62.(1)(b)(iii)|17|7|CODES OF CONDUCT||||
670|1|(2)|A code of conduct issued under section 60 comes into force on the 28th day after the date of its notification in the Gazette or on such later date as may be specified in the code and is binding on every class or classes of body, industry, profession or vocation referred to therein.|||False|62.(2)|53|7|CODES OF CONDUCT||||
671|0|63.|Procedure for dealing with complaints|||True|63.|5|7|CODES OF CONDUCT||||
672|1|(1)|A code of conduct may prescribe procedures for making and dealing with complaints alleging a breach of the code, but no such provision may limit or restrict any provision of Chapter 10.|||False|63.(1)|32|7|CODES OF CONDUCT||||
673|1|(2)|If the code sets out procedures for making and dealing with complaints, the Regulator must be satisfied that—|||False|63.(2)|18|7|CODES OF CONDUCT||||
674|2|(a)|the procedures meet the—|||False|63.(2)(a)|4|7|CODES OF CONDUCT||||
675|3|(i)|prescribed standards; and|||False|63.(2)(a)(i)|3|7|CODES OF CONDUCT||||
676|3|(ii)|guidelines issued by the Regulator in terms of section 65, relating to the making of and dealing with complaints;|||False|63.(2)(a)(ii)|19|7|CODES OF CONDUCT||||
677|2|(b)|the code provides for the appointment of an independent adjudicator to whom complaints may be made;|||False|63.(2)(b)|16|7|CODES OF CONDUCT||||
678|2|(c)|the code provides that, in exercising his or her powers and performing his or her functions, under the code, an adjudicator for the code must have due regard to the matters listed in section 44;|||False|63.(2)(c)|35|7|CODES OF CONDUCT||||
679|2|(d)|the code requires the adjudicator to prepare and submit a report, in a form satisfactory to the Regulator, to the Regulator within five months of the end of a financial year of the Regulator on the operation of the code during that financial year; and|||False|63.(2)(d)|45|7|CODES OF CONDUCT||||
680|2|(e)|the code requires the report prepared for each year to specify the number and nature of complaints made to an adjudicator under the code during the relevant financial year.|||False|63.(2)(e)|29|7|CODES OF CONDUCT||||
681|1|(3)|A responsible party or data subject who is aggrieved by a determination, including any declaration, order or direction that is included in the determination, made by an adjudicator after having investigated a complaint relating to the protection of personal information under an approved code of conduct, may submit a complaint in terms of section 74(2) with the Regulator against the determination upon payment of a prescribed fee.|||False|63.(3)|67|7|CODES OF CONDUCT||||
682|1|(4)|The adjudicator’s determination continues to have effect unless and until the Regulator makes a determination under Chapter 10 relating to the complaint or unless the Regulator determines otherwise.|||False|63.(4)|28|7|CODES OF CONDUCT||||
683|0|64.|Amendment and revocation of codes of conduct|||True|64.|7|7|CODES OF CONDUCT||||
684|1|(1)|The Regulator may amend or revoke a code of conduct issued under section 60.|||False|64.(1)|14|7|CODES OF CONDUCT||||
685|1|(2)|The provisions of sections 60 to 63 apply in respect of any amendment or revocation of a code of conduct.|||False|64.(2)|20|7|CODES OF CONDUCT||||
686|0|65.|Guidelines about codes of conduct|||True|65.|5|7|CODES OF CONDUCT||||
687|1|(1)|The Regulator may provide written guidelines—|||False|65.(1)|6|7|CODES OF CONDUCT||||
688|2|(a)|to assist bodies to develop codes of conduct or to apply approved codes of conduct;|||False|65.(1)(a)|15|7|CODES OF CONDUCT||||
689|2|(b)|relating to making and dealing with complaints under approved codes of conduct; and|||False|65.(1)(b)|13|7|CODES OF CONDUCT||||
690|2|(c)|about matters the Regulator may consider in deciding whether to approve a code of conduct or a variation or revocation of an approved code of conduct.|||False|65.(1)(c)|26|7|CODES OF CONDUCT||||
691|1|(2)|The Regulator must have regard to the guidelines as set out in section 7(3)(a) to|||False|65.(2)|15|7|CODES OF CONDUCT||||
692|2|(d)|when considering the approval of a code of conduct for the processing of personal information for exclusively journalistic purposes where the responsible party is not subject to a code of ethics as referred to in section 7(1).|||False|65.(2)(d)|37|7|CODES OF CONDUCT||||
693|1|(3)|Before providing guidelines for the purposes of subsection (1)(b), the Regulator must give everyone the Regulator considers has a real and substantial legitimate interest in the matters covered by the proposed guidelines an opportunity to comment on them.|||False|65.(3)|38|7|CODES OF CONDUCT||||
694|1|(4)|The Regulator must publish guidelines provided under subsection (1) in the Gazette.|||False|65.(4)|12|7|CODES OF CONDUCT||||
695|0|66.|Register of approved codes of conduct|||True|66.|6|7|CODES OF CONDUCT||||
696|1|(1)|The Regulator must keep a register of approved codes of conduct.|||False|66.(1)|11|7|CODES OF CONDUCT||||
697|1|(2)|The Regulator may decide the form of the register and how it is to be kept.|||False|66.(2)|16|7|CODES OF CONDUCT||||
698|1|(3)|The Regulator must make the register available to the public in the way that the Regulator determines.|||False|66.(3)|17|7|CODES OF CONDUCT||||
699|1|(4)|The Regulator may charge reasonable fees for—|||False|66.(4)|7|7|CODES OF CONDUCT||||
700|2|(a)|making the register available to the public; or|||False|66.(4)(a)|8|7|CODES OF CONDUCT||||
701|2|(b)|providing copies of, or extracts from, the register.|||False|66.(4)(b)|8|7|CODES OF CONDUCT||||
702|0|67.|Review of operation of approved code of conduct|||True|67.|8|7|CODES OF CONDUCT||||
703|1|(1)|The Regulator may, on its own initiative, review the operation of an approved code of conduct.|||False|67.(1)|16|7|CODES OF CONDUCT||||
704|1|(2)|The Regulator may do one or more of the following for the purposes of the review:|||False|67.(2)|16|7|CODES OF CONDUCT||||
705|2|(a)|Consider the process under the code for making and dealing with complaints;|||False|67.(2)(a)|12|7|CODES OF CONDUCT||||
706|2|(b)|inspect the records of an adjudicator for the code;|||False|67.(2)(b)|9|7|CODES OF CONDUCT||||
707|2|(c)|consider the outcome of complaints dealt with under the code;|||False|67.(2)(c)|10|7|CODES OF CONDUCT||||
708|2|(d)|interview an adjudicator for the code; and|||False|67.(2)(d)|7|7|CODES OF CONDUCT||||
709|2|(e)|appoint experts to review those provisions of the code that the Regulator believes require expert evaluation.|||False|67.(2)(e)|16|7|CODES OF CONDUCT||||
710|1|(3)|The review may inform a decision by the Regulator under section 64 to revoke the approved code of conduct with immediate effect or at a future date to be determined by the Regulator.|||False|67.(3)|33|7|CODES OF CONDUCT||||
711|0|68.|Effect of failure to comply with code of conduct|||True|68.|9|7|CODES OF CONDUCT||||
712|0||If a code issued under section 60 is in force, failure to comply with the code is deemed to be a breach of the conditions for the lawful processing of personal information referred to in Chapter 3 and is dealt with in terms of Chapter 10.|||False|68.|46|7|CODES OF CONDUCT||||
714|0|69.|Direct marketing by means of unsolicited electronic communications|||True|69.|8|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
715|1|(1)|The processing of personal information of a data subject for the purpose of direct marketing by means of any form of electronic communication, including automatic calling machines, facsimile machines, SMSs or e-mail is prohibited unless the data subject—|||False|69.(1)|38|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
716|2|(a)|has given his, her or its consent to the processing; or|||False|69.(1)(a)|11|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
717|2|(b)|is, subject to subsection (3), a customer of the responsible party.|||False|69.(1)(b)|11|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
718|1|(2)|(a) A responsible party may approach a data subject—|||False|69.(2)|9|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
719|3|(i)|whose consent is required in terms of subsection (1)(a); and|||False|69.(2)(i)|10|8|RIGHTS OF DATA SUBJECTS REGARDING DIRECT MARKETING BY MEANS OF UNSOLICITED ELECTRONIC COMMUNICATIONS, DIRECTORIES AND AUTOMATED DECISION MAKING||||
